tournament_id,tournament_name,match_id,match_name,stage_name,group_name,match_date,match_time,stadium_name,city_name,home_team_name,away_team_name,score,home_team_score,away_team_score,extra_time,penalty_shootout,home_team_score_penalties,away_team_score_penalties,attendance,referee,source_page,source_revision
WC-2026,2026 FIFA Men's World Cup,M-2026-027,Canada vs Qatar,group stage,Group B,2026-06-18,3:00 p.m. UTC−7,BC Place,Vancouver,Canada,Qatar,6–0,6,0,0,0,,,52497,Cristián Garay,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,2026 FIFA Men's World Cup,M-2026-028,Mexico vs South Korea,group stage,Group A,2026-06-18,7:00 p.m. UTC−6,Estadio Akron,Zapopan,Mexico,South Korea,1–0,1,0,0,0,,,45522,Gustavo Tejera,2026_FIFA_World_Cup_Group_A,1368129117
WC-2026,2026 FIFA Men's World Cup,M-2026-029,United States vs Australia,group stage,Group D,2026-06-19,12:00 p.m.,Lumen Field,Seattle,United States,Australia,2–0,2,0,0,0,,,66925,Felix Zwayer,2026_FIFA_World_Cup_Group_D,1368284732
WC-2026,2026 FIFA Men's World Cup,M-2026-030,Scotland vs Morocco,group stage,Group C,2026-06-19,6:00 p.m.,Gillette Stadium,Foxborough,Scotland,Morocco,0–1,0,1,0,0,,,64146,Ilgiz Tantashev,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,2026 FIFA Men's World Cup,M-2026-031,Turkey vs Paraguay,group stage,Group D,2026-06-19,8:00 p.m.,Levi's Stadium,Santa Clara,Turkey,Paraguay,0–1,0,1,0,0,,,68827,Iván Barton,2026_FIFA_World_Cup_Group_D,1368284732
WC-2026,2026 FIFA Men's World Cup,M-2026-032,Brazil vs Haiti,group stage,Group C,2026-06-19,8:30 p.m.,Lincoln Financial Field,Philadelphia,Brazil,Haiti,3–0,3,0,0,0,,,68324,Alejandro Hernández Hernández,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,2026 FIFA Men's World Cup,M-2026-033,Tunisia vs Japan,group stage,Group F,2026-06-20,10:00 p.m. UTC−6,Estadio BBVA,Guadalupe,Tunisia,Japan,0–4,0,4,0,0,,,51243,István Kovács,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,2026 FIFA Men's World Cup,M-2026-034,Netherlands vs Sweden,group stage,Group F,2026-06-20,12:00 p.m. UTC−5,NRG Stadium,Houston,Netherlands,Sweden,5–1,5,1,0,0,,,68777,Michael Oliver,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,2026 FIFA Men's World Cup,M-2026-035,Germany vs Ivory Coast,group stage,Group E,2026-06-20,4:00 p.m. UTC−4,BMO Field,Toronto,Germany,Ivory Coast,2–1,2,1,0,0,,,43036,Juan Gabriel Benítez,2026_FIFA_World_Cup_Group_E,1368284951
WC-2026,2026 FIFA Men's World Cup,M-2026-036,Ecuador vs Curaçao,group stage,Group E,2026-06-20,7:00 p.m. UTC−5,Arrowhead Stadium,Kansas City,Ecuador,Curaçao,0–0,0,0,0,0,,,68598,Ma Ning,2026_FIFA_World_Cup_Group_E,1368284951
WC-2026,2026 FIFA Men's World Cup,M-2026-037,Belgium vs Iran,group stage,Group G,2026-06-21,12:00 p.m.,SoFi Stadium,Inglewood,Belgium,Iran,0–0,0,0,0,0,,,70317,Darío Herrera,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,2026 FIFA Men's World Cup,M-2026-038,Spain vs Saudi Arabia,group stage,Group H,2026-06-21,12:00 p.m. UTC−4,Mercedes-Benz Stadium,Atlanta,Spain,Saudi Arabia,4–0,4,0,0,0,,,68239,Raphael Claus,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,2026 FIFA Men's World Cup,M-2026-039,New Zealand vs Egypt,group stage,Group G,2026-06-21,6:00 p.m.,BC Place,Vancouver,New Zealand,Egypt,1–3,1,3,0,0,,,52497,Omar Al Ali,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,2026 FIFA Men's World Cup,M-2026-040,Uruguay vs Cape Verde,group stage,Group H,2026-06-21,6:00 p.m. UTC−4,Hard Rock Stadium,Miami Gardens,Uruguay,Cape Verde,2–2,2,2,0,0,,,64003,Espen Eskås,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,2026 FIFA Men's World Cup,M-2026-041,Argentina vs Austria,group stage,Group J,2026-06-22,12:00 p.m. UTC−5,AT&T Stadium,Arlington,Argentina,Austria,2–0,2,0,0,0,,,70649,Amin Omar,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,2026 FIFA Men's World Cup,M-2026-042,France vs Iraq,group stage,Group I,2026-06-22,5:00 p.m.,Lincoln Financial Field,Philadelphia,France,Iraq,3–0,3,0,0,0,,,68324,Drew Fischer,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,2026 FIFA Men's World Cup,M-2026-043,Norway vs Senegal,group stage,Group I,2026-06-22,8:00 p.m.,MetLife Stadium,East Rutherford,Norway,Senegal,3–2,3,2,0,0,,,80663,Wilton Sampaio,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,2026 FIFA Men's World Cup,M-2026-044,Jordan vs Algeria,group stage,Group J,2026-06-22,8:00 p.m. UTC−7,Levi's Stadium,Santa Clara,Jordan,Algeria,1–2,1,2,0,0,,,68371,Slavko Vinčić,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,2026 FIFA Men's World Cup,M-2026-045,Portugal vs Uzbekistan,group stage,Group K,2026-06-23,12:00 p.m. UTC−5,NRG Stadium,Houston,Portugal,Uzbekistan,5–0,5,0,0,0,,,68777,Jalal Jayed,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,2026 FIFA Men's World Cup,M-2026-046,England vs Ghana,group stage,Group L,2026-06-23,4:00 p.m. UTC−4,Gillette Stadium,Foxborough,England,Ghana,0–0,0,0,0,0,,,63983,Saíd Martínez,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,2026 FIFA Men's World Cup,M-2026-047,Panama vs Croatia,group stage,Group L,2026-06-23,7:00 p.m. UTC−4,BMO Field,Toronto,Panama,Croatia,0–1,0,1,0,0,,,43036,Pierre Atcho,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,2026 FIFA Men's World Cup,M-2026-048,Colombia vs DR Congo,group stage,Group K,2026-06-23,8:00 p.m. UTC−6,Estadio Akron,Zapopan,Colombia,DR Congo,1–0,1,0,0,0,,,45358,Maurizio Mariani,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,2026 FIFA Men's World Cup,M-2026-049,Bosnia and Herzegovina vs Qatar,group stage,Group B,2026-06-24,12:00 p.m. UTC−7,Lumen Field,Seattle,Bosnia and Herzegovina,Qatar,3–1,3,1,0,0,,,66925,Jesús Valenzuela,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,2026 FIFA Men's World Cup,M-2026-050,Switzerland vs Canada,group stage,Group B,2026-06-24,12:00 p.m. UTC−7,BC Place,Vancouver,Switzerland,Canada,2–1,2,1,0,0,,,52497,Ramon Abatti,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,2026 FIFA Men's World Cup,M-2026-051,Morocco vs Haiti,group stage,Group C,2026-06-24,6:00 p.m.,Mercedes-Benz Stadium,Atlanta,Morocco,Haiti,4–2,4,2,0,0,,,68239,Danny Makkelie,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,2026 FIFA Men's World Cup,M-2026-052,Scotland vs Brazil,group stage,Group C,2026-06-24,6:00 p.m.,Hard Rock Stadium,Miami Gardens,Scotland,Brazil,0–3,0,3,0,0,,,64478,César Arturo Ramos,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,2026 FIFA Men's World Cup,M-2026-053,Czech Republic vs Mexico,group stage,Group A,2026-06-24,7:00 p.m. UTC−6,Estadio Azteca,Mexico City,Czech Republic,Mexico,0–3,0,3,0,0,,,80824,Yael Falcón,2026_FIFA_World_Cup_Group_A,1368129117
WC-2026,2026 FIFA Men's World Cup,M-2026-054,South Africa vs South Korea,group stage,Group A,2026-06-24,7:00 p.m. UTC−6,Estadio BBVA,Guadalupe,South Africa,South Korea,1–0,1,0,0,0,,,51243,Facundo Tello,2026_FIFA_World_Cup_Group_A,1368129117
WC-2026,2026 FIFA Men's World Cup,M-2026-055,Curaçao vs Ivory Coast,group stage,Group E,2026-06-25,4:00 p.m. UTC−4,Lincoln Financial Field,Philadelphia,Curaçao,Ivory Coast,0–2,0,2,0,0,,,68324,Glenn Nyberg,2026_FIFA_World_Cup_Group_E,1368284951
WC-2026,2026 FIFA Men's World Cup,M-2026-056,Ecuador vs Germany,group stage,Group E,2026-06-25,4:00 p.m. UTC−4,MetLife Stadium,East Rutherford,Ecuador,Germany,2–1,2,1,0,0,,,80663,Tori Penso,2026_FIFA_World_Cup_Group_E,1368284951
WC-2026,2026 FIFA Men's World Cup,M-2026-057,Japan vs Sweden,group stage,Group F,2026-06-25,6:00 p.m. UTC−5,AT&T Stadium,Arlington,Japan,Sweden,1–1,1,1,0,0,,,70137,Iván Barton,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,2026 FIFA Men's World Cup,M-2026-058,Tunisia vs Netherlands,group stage,Group F,2026-06-25,6:00 p.m. UTC−5,Arrowhead Stadium,Kansas City,Tunisia,Netherlands,1–3,1,3,0,0,,,68391,Katia Itzel García,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,2026 FIFA Men's World Cup,M-2026-059,Paraguay vs Australia,group stage,Group D,2026-06-25,7:00 p.m.,Levi's Stadium,Santa Clara,Paraguay,Australia,0–0,0,0,0,0,,,68827,Clément Turpin,2026_FIFA_World_Cup_Group_D,1368284732
WC-2026,2026 FIFA Men's World Cup,M-2026-060,Turkey vs United States,group stage,Group D,2026-06-25,7:00 p.m.,SoFi Stadium,Inglewood,Turkey,United States,3–2,3,2,0,0,,,70492,Mustapha Ghorbal,2026_FIFA_World_Cup_Group_D,1368284732
WC-2026,2026 FIFA Men's World Cup,M-2026-061,Norway vs France,group stage,Group I,2026-06-26,3:00 p.m.,Gillette Stadium,Foxborough,Norway,France,1–4,1,4,0,0,,,64146,Michael Oliver,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,2026 FIFA Men's World Cup,M-2026-062,Senegal vs Iraq,group stage,Group I,2026-06-26,3:00 p.m.,BMO Field,Toronto,Senegal,Iraq,5–0,5,0,0,0,,,43036,Anthony Taylor,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,2026 FIFA Men's World Cup,M-2026-063,Uruguay vs Spain,group stage,Group H,2026-06-26,6:00 p.m. UTC−6,Estadio Akron,Zapopan,Uruguay,Spain,0–1,0,1,0,0,,,45065,Ismail Elfath,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,2026 FIFA Men's World Cup,M-2026-064,Cape Verde vs Saudi Arabia,group stage,Group H,2026-06-26,7:00 p.m. UTC−5,NRG Stadium,Houston,Cape Verde,Saudi Arabia,0–0,0,0,0,0,,,68278,François Letexier,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,2026 FIFA Men's World Cup,M-2026-065,Egypt vs Iran,group stage,Group G,2026-06-26,8:00 p.m.,Lumen Field,Seattle,Egypt,Iran,1–1,1,1,0,0,,,66925,Szymon Marciniak,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,2026 FIFA Men's World Cup,M-2026-066,New Zealand vs Belgium,group stage,Group G,2026-06-26,8:00 p.m.,BC Place,Vancouver,New Zealand,Belgium,1–5,1,5,0,0,,,52497,Adham Makhadmeh,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,2026 FIFA Men's World Cup,M-2026-067,Croatia vs Ghana,group stage,Group L,2026-06-27,5:00 p.m. UTC−4,Lincoln Financial Field,Philadelphia,Croatia,Ghana,2–1,2,1,0,0,,,68324,Drew Fischer,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,2026 FIFA Men's World Cup,M-2026-068,Panama vs England,group stage,Group L,2026-06-27,5:00 p.m. UTC−4,MetLife Stadium,East Rutherford,Panama,England,0–2,0,2,0,0,,,80663,Abdulrahman Al-Jassim,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,2026 FIFA Men's World Cup,M-2026-069,Colombia vs Portugal,group stage,Group K,2026-06-27,7:30 p.m. UTC−4,Hard Rock Stadium,Miami Gardens,Colombia,Portugal,0–0,0,0,0,0,,,64478,Alireza Faghani,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,2026 FIFA Men's World Cup,M-2026-070,DR Congo vs Uzbekistan,group stage,Group K,2026-06-27,7:30 p.m. UTC−4,Mercedes-Benz Stadium,Atlanta,DR Congo,Uzbekistan,3–1,3,1,0,0,,,68239,Felix Zwayer,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,2026 FIFA Men's World Cup,M-2026-071,Algeria vs Austria,group stage,Group J,2026-06-27,9:00 p.m. UTC−5,Arrowhead Stadium,Kansas City,Algeria,Austria,3–3,3,3,0,0,,,69045,Ilgiz Tantashev,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,2026 FIFA Men's World Cup,M-2026-072,Jordan vs Argentina,group stage,Group J,2026-06-27,9:00 p.m. UTC−5,AT&T Stadium,Arlington,Jordan,Argentina,1–3,1,3,0,0,,,70649,István Kovács,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,2026 FIFA Men's World Cup,M-2026-073,South Africa vs Canada,Round of 32,,2026-06-28,12:00 p.m. UTC−7,SoFi Stadium,Inglewood,South Africa,Canada,0–1,0,1,0,0,,,69237,João Pinheiro,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-074,Brazil vs Japan,Round of 32,,2026-06-29,12:00 p.m. UTC−5,NRG Stadium,Houston,Brazil,Japan,2–1,2,1,0,0,,,68777,Maurizio Mariani,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-075,Germany vs Paraguay,Round of 32,,2026-06-29,4:30 p.m. UTC−4,Gillette Stadium,Foxborough,Germany,Paraguay,1–1,1,1,1,1,3.0,4.0,63945,Jalal Jayed,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-076,Netherlands vs Morocco,Round of 32,,2026-06-29,7:00 p.m. UTC−6,Estadio BBVA,Guadalupe,Netherlands,Morocco,1–1,1,1,1,1,2.0,3.0,51243,Wilton Sampaio,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-077,Ivory Coast vs Norway,Round of 32,,2026-06-30,12:00 p.m. UTC−5,AT&T Stadium,Arlington,Ivory Coast,Norway,1–2,1,2,0,0,,,69665,Jesús Valenzuela,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-078,France vs Sweden,Round of 32,,2026-06-30,5:00 p.m. UTC−4,MetLife Stadium,East Rutherford,France,Sweden,3–0,3,0,0,0,,,80663,Danny Makkelie,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-079,Mexico vs Ecuador,Round of 32,,2026-06-30,8:00 p.m. UTC−6 [ A ],Estadio Azteca,Mexico City,Mexico,Ecuador,2–0,2,0,0,0,,,80824,Slavko Vinčić,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-080,England vs DR Congo,Round of 32,,2026-07-01,12:00 p.m. UTC−4,Mercedes-Benz Stadium,Atlanta,England,DR Congo,2–1,2,1,0,0,,,68239,Adham Makhadmeh,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-081,Belgium vs Senegal,Round of 32,,2026-07-01,1:00 p.m. UTC−7,Lumen Field,Seattle,Belgium,Senegal,3–2,3,2,1,0,,,66925,Saíd Martínez,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-082,United States vs Bosnia and Herzegovina,Round of 32,,2026-07-01,5:00 p.m. UTC−7,Levi's Stadium,Santa Clara,United States,Bosnia and Herzegovina,2–0,2,0,0,0,,,68827,Raphael Claus,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-083,Spain vs Austria,Round of 32,,2026-07-02,12:00 p.m. UTC−7,SoFi Stadium,Inglewood,Spain,Austria,3–0,3,0,0,0,,,70492,Glenn Nyberg,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-084,Portugal vs Croatia,Round of 32,,2026-07-02,7:00 p.m. UTC−4,BMO Field,Toronto,Portugal,Croatia,2–1,2,1,0,0,,,43036,Espen Eskås,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-085,Switzerland vs Algeria,Round of 32,,2026-07-02,8:00 p.m. UTC−7,BC Place,Vancouver,Switzerland,Algeria,2–0,2,0,0,0,,,52497,Yael Falcón,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-086,Australia vs Egypt,Round of 32,,2026-07-03,1:00 p.m. UTC−5,AT&T Stadium,Arlington,Australia,Egypt,1–1,1,1,1,1,2.0,4.0,70244,Gustavo Tejera,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-087,Argentina vs Cape Verde,Round of 32,,2026-07-03,6:00 p.m. UTC−4,Hard Rock Stadium,Miami Gardens,Argentina,Cape Verde,3–2,3,2,1,0,,,64478,Drew Fischer,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-088,Colombia vs Ghana,Round of 32,,2026-07-03,8:30 p.m. UTC−5,Arrowhead Stadium,Kansas City,Colombia,Ghana,1–0,1,0,0,0,,,69045,Clément Turpin,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-089,Canada vs Morocco,Round of 16,,2026-07-04,12:00 p.m. UTC−5,NRG Stadium,Houston,Canada,Morocco,0–3,0,3,0,0,,,68777,Michael Oliver,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-090,Paraguay vs France,Round of 16,,2026-07-04,5:00 p.m. UTC−4,Lincoln Financial Field,Philadelphia,Paraguay,France,0–1,0,1,0,0,,,68324,Ilgiz Tantashev,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-091,Brazil vs Norway,Round of 16,,2026-07-05,4:00 p.m. UTC−4,MetLife Stadium,East Rutherford,Brazil,Norway,1–2,1,2,0,0,,,80663,Ismail Elfath,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-092,Mexico vs England,Round of 16,,2026-07-05,7:00 p.m. UTC−6 [ B ],Estadio Azteca,Mexico City,Mexico,England,2–3,2,3,0,0,,,80824,Alireza Faghani,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-093,Portugal vs Spain,Round of 16,,2026-07-06,2:00 p.m. UTC−5,AT&T Stadium,Arlington,Portugal,Spain,0–1,0,1,0,0,,,70649,Anthony Taylor,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-094,United States vs Belgium,Round of 16,,2026-07-06,5:00 p.m. UTC−7,Lumen Field,Seattle,United States,Belgium,1–4,1,4,0,0,,,66925,Adham Makhadmeh,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-095,Argentina vs Egypt,Round of 16,,2026-07-07,12:00 p.m. UTC−4,Mercedes-Benz Stadium,Atlanta,Argentina,Egypt,3–2,3,2,0,0,,,68239,François Letexier,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,2026 FIFA Men's World Cup,M-2026-096,Switzerland vs Colombia,Round of 16,,2026-07-07,1:00 p.m. UTC−7,BC Place,Vancouver,Switzerland,Colombia,0–0,0,0,1,1,4.0,3.0,52497,Iván Barton,2026_FIFA_World_Cup_knockout_stage,1368128792
