tournament_id,match_id,match_date,goal_order,team_name,opponent_name,home_away,player_name,player_page,minute_regulation,minute_stoppage,penalty,own_goal,source_page,source_revision
WC-2026,M-2026-020,2026-06-16,4,Jordan,Austria,away,Olwan,Ali Olwan,50,,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-021,2026-06-17,1,Portugal,DR Congo,home,J. Neves,João Neves,6,,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-021,2026-06-17,2,DR Congo,Portugal,away,Wissa,Yoane Wissa,45,5.0,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-022,2026-06-17,1,England,Croatia,home,Kane,Harry Kane,12,,1,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-022,2026-06-17,2,England,Croatia,home,Kane,Harry Kane,42,,0,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-022,2026-06-17,3,England,Croatia,home,Bellingham,Jude Bellingham,47,,0,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-022,2026-06-17,4,England,Croatia,home,Rashford,Marcus Rashford,85,,0,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-022,2026-06-17,5,Croatia,England,away,Baturina,Martin Baturina,36,,0,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-022,2026-06-17,6,Croatia,England,away,Musa,Petar Musa,45,5.0,0,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-023,2026-06-17,1,Ghana,Panama,home,Yirenkyi,Caleb Yirenkyi,90,5.0,0,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-024,2026-06-17,1,Uzbekistan,Colombia,home,Fayzullaev,Abbosbek Fayzullaev,60,,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-024,2026-06-17,2,Colombia,Uzbekistan,away,Muñoz,Daniel Muñoz (footballer),40,,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-024,2026-06-17,3,Colombia,Uzbekistan,away,Díaz,"Luis Díaz (footballer, born 1997)",65,,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-024,2026-06-17,4,Colombia,Uzbekistan,away,Campaz,Jaminton Campaz,90,9.0,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-025,2026-06-18,1,Czech Republic,South Africa,home,Sadílek,Michal Sadílek,6,,0,0,2026_FIFA_World_Cup_Group_A,1368129117
WC-2026,M-2026-025,2026-06-18,2,South Africa,Czech Republic,away,Mokoena,"Teboho Mokoena (soccer, born 1997)",83,,1,0,2026_FIFA_World_Cup_Group_A,1368129117
WC-2026,M-2026-026,2026-06-18,1,Switzerland,Bosnia and Herzegovina,home,Manzambi,Johan Manzambi,74,,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-026,2026-06-18,2,Switzerland,Bosnia and Herzegovina,home,Manzambi,Johan Manzambi,90,,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-026,2026-06-18,3,Switzerland,Bosnia and Herzegovina,home,Vargas,Rubén Vargas,84,,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-026,2026-06-18,4,Switzerland,Bosnia and Herzegovina,home,Xhaka,Granit Xhaka,90,7.0,1,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-026,2026-06-18,5,Bosnia and Herzegovina,Switzerland,away,Mahmić,Ermin Mahmić,90,3.0,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-027,2026-06-18,1,Canada,Qatar,home,Larin,Cyle Larin,16,,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-027,2026-06-18,2,Canada,Qatar,home,J. David,Jonathan David,29,,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-027,2026-06-18,3,Canada,Qatar,home,J. David,Jonathan David,45,3.0,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-027,2026-06-18,4,Canada,Qatar,home,J. David,Jonathan David,90,2.0,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-027,2026-06-18,5,Canada,Qatar,home,Saliba,Nathan Saliba,64,,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-027,2026-06-18,6,Canada,Qatar,home,Manai,Mohamed Manai,75,,0,1,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-028,2026-06-18,1,Mexico,South Korea,home,Romo,Luis Romo,50,,0,0,2026_FIFA_World_Cup_Group_A,1368129117
WC-2026,M-2026-029,2026-06-19,1,United States,Australia,home,Burgess,Cameron Burgess,11,,0,1,2026_FIFA_World_Cup_Group_D,1368284732
WC-2026,M-2026-029,2026-06-19,2,United States,Australia,home,Freeman,Alex Freeman,43,,0,0,2026_FIFA_World_Cup_Group_D,1368284732
WC-2026,M-2026-030,2026-06-19,1,Morocco,Scotland,away,Saibari,Ismael Saibari,2,,0,0,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-031,2026-06-19,1,Paraguay,Turkey,away,Galarza,Matías Galarza (Paraguayan footballer),2,,0,0,2026_FIFA_World_Cup_Group_D,1368284732
WC-2026,M-2026-032,2026-06-19,1,Brazil,Haiti,home,Cunha,Matheus Cunha,23,,0,0,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-032,2026-06-19,2,Brazil,Haiti,home,Cunha,Matheus Cunha,36,,0,0,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-032,2026-06-19,3,Brazil,Haiti,home,Vinícius,Vinícius Júnior,45,3.0,0,0,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-033,2026-06-20,1,Japan,Tunisia,away,Kamada,Daichi Kamada,4,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-033,2026-06-20,2,Japan,Tunisia,away,Ueda,Ayase Ueda,31,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-033,2026-06-20,3,Japan,Tunisia,away,Ueda,Ayase Ueda,83,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-033,2026-06-20,4,Japan,Tunisia,away,J. Itō,Junya Itō,69,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-034,2026-06-20,1,Netherlands,Sweden,home,Brobbey,Brian Brobbey,5,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-034,2026-06-20,2,Netherlands,Sweden,home,Brobbey,Brian Brobbey,17,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-034,2026-06-20,3,Netherlands,Sweden,home,Gakpo,Cody Gakpo,47,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-034,2026-06-20,4,Netherlands,Sweden,home,Gakpo,Cody Gakpo,54,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-034,2026-06-20,5,Netherlands,Sweden,home,Summerville,Crysencio Summerville,89,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-034,2026-06-20,6,Sweden,Netherlands,away,Elanga,Anthony Elanga,59,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-035,2026-06-20,1,Germany,Ivory Coast,home,Undav,Deniz Undav,68,,0,0,2026_FIFA_World_Cup_Group_E,1368284951
WC-2026,M-2026-035,2026-06-20,2,Germany,Ivory Coast,home,Undav,Deniz Undav,90,4.0,0,0,2026_FIFA_World_Cup_Group_E,1368284951
WC-2026,M-2026-035,2026-06-20,3,Ivory Coast,Germany,away,Kessié,Franck Kessié,30,,0,0,2026_FIFA_World_Cup_Group_E,1368284951
WC-2026,M-2026-038,2026-06-21,1,Spain,Saudi Arabia,home,Yamal,Lamine Yamal,10,,0,0,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,M-2026-038,2026-06-21,2,Spain,Saudi Arabia,home,Oyarzabal,Mikel Oyarzabal,21,,0,0,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,M-2026-038,2026-06-21,3,Spain,Saudi Arabia,home,Oyarzabal,Mikel Oyarzabal,24,,0,0,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,M-2026-038,2026-06-21,4,Spain,Saudi Arabia,home,Al-Tambakti,Hassan Al-Tambakti,49,,0,1,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,M-2026-039,2026-06-21,1,New Zealand,Egypt,home,Surman,Finn Surman,15,,0,0,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,M-2026-039,2026-06-21,2,Egypt,New Zealand,away,Ziko,Mostafa Ziko,58,,0,0,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,M-2026-039,2026-06-21,3,Egypt,New Zealand,away,Salah,Mohamed Salah,67,,0,0,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,M-2026-039,2026-06-21,4,Egypt,New Zealand,away,Trézéguet,Trézéguet (Egyptian footballer),82,,0,0,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,M-2026-040,2026-06-21,1,Uruguay,Cape Verde,home,M. Araújo,Maximiliano Araújo,44,,0,0,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,M-2026-040,2026-06-21,2,Uruguay,Cape Verde,home,Canobbio,Agustín Canobbio,45,6.0,0,0,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,M-2026-040,2026-06-21,3,Cape Verde,Uruguay,away,K. Pina,Kevin Pina (footballer),21,,0,0,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,M-2026-040,2026-06-21,4,Cape Verde,Uruguay,away,Varela,Hélio Varela,61,,0,0,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,M-2026-041,2026-06-22,1,Argentina,Austria,home,Messi,Lionel Messi,38,,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-041,2026-06-22,2,Argentina,Austria,home,Messi,Lionel Messi,90,5.0,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-042,2026-06-22,1,France,Iraq,home,Mbappé,Kylian Mbappé,14,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-042,2026-06-22,2,France,Iraq,home,Mbappé,Kylian Mbappé,54,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-042,2026-06-22,3,France,Iraq,home,Dembélé,Ousmane Dembélé,66,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-043,2026-06-22,1,Norway,Senegal,home,Pedersen,Marcus Holmgren Pedersen,43,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-043,2026-06-22,2,Norway,Senegal,home,Haaland,Erling Haaland,48,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-043,2026-06-22,3,Norway,Senegal,home,Haaland,Erling Haaland,58,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-043,2026-06-22,4,Senegal,Norway,away,I. Sarr,Ismaïla Sarr,53,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-043,2026-06-22,5,Senegal,Norway,away,I. Sarr,Ismaïla Sarr,90,3.0,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-044,2026-06-22,1,Jordan,Algeria,home,Al-Rashdan,Nizar Al-Rashdan,36,,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-044,2026-06-22,2,Algeria,Jordan,away,Benbouali,Nadhir Benbouali,69,,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-044,2026-06-22,3,Algeria,Jordan,away,Gouiri,Amine Gouiri,82,,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-045,2026-06-23,1,Portugal,Uzbekistan,home,Ronaldo,Cristiano Ronaldo,6,,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-045,2026-06-23,2,Portugal,Uzbekistan,home,Ronaldo,Cristiano Ronaldo,39,,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-045,2026-06-23,3,Portugal,Uzbekistan,home,Mendes,"Nuno Mendes (footballer, born 2002)",17,,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-045,2026-06-23,4,Portugal,Uzbekistan,home,Nematov,Abduvohid Nematov,60,,0,1,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-045,2026-06-23,5,Portugal,Uzbekistan,home,Leão,Rafael Leão,87,,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-047,2026-06-23,1,Croatia,Panama,away,Budimir,Ante Budimir,54,,0,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-048,2026-06-23,1,Colombia,DR Congo,home,Muñoz,Daniel Muñoz (footballer),76,,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-049,2026-06-24,1,Bosnia and Herzegovina,Qatar,home,Alajbegović,Kerim Alajbegović,29,,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-049,2026-06-24,2,Bosnia and Herzegovina,Qatar,home,Abunada,Mahmud Abunada,34,,0,1,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-049,2026-06-24,3,Bosnia and Herzegovina,Qatar,home,Mahmić,Ermin Mahmić,80,,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-049,2026-06-24,4,Qatar,Bosnia and Herzegovina,away,Al-Haydos,Hassan Al-Haydos,42,,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-050,2026-06-24,1,Switzerland,Canada,home,Vargas,Rubén Vargas,46,,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-050,2026-06-24,2,Switzerland,Canada,home,Manzambi,Johan Manzambi,57,,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-050,2026-06-24,3,Canada,Switzerland,away,P. David,Promise David,76,,0,0,2026_FIFA_World_Cup_Group_B,1368282937
WC-2026,M-2026-051,2026-06-24,1,Morocco,Haiti,home,Hakimi,Achraf Hakimi,39,,0,0,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-051,2026-06-24,2,Morocco,Haiti,home,Saibari,Ismael Saibari,45,1.0,0,0,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-051,2026-06-24,3,Morocco,Haiti,home,Rahimi,Soufiane Rahimi,78,,0,0,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-051,2026-06-24,4,Morocco,Haiti,home,Yassine,Gessime Yassine,89,,0,0,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-051,2026-06-24,5,Haiti,Morocco,away,Bounou,Yassine Bounou,10,,0,1,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-051,2026-06-24,6,Haiti,Morocco,away,Isidor,Wilson Isidor,43,,0,0,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-052,2026-06-24,1,Brazil,Scotland,away,Vinícius,Vinícius Júnior,7,,0,0,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-052,2026-06-24,2,Brazil,Scotland,away,Vinícius,Vinícius Júnior,45,3.0,0,0,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-052,2026-06-24,3,Brazil,Scotland,away,Cunha,Matheus Cunha,60,,0,0,2026_FIFA_World_Cup_Group_C,1368283749
WC-2026,M-2026-053,2026-06-24,1,Mexico,Czech Republic,away,M. Chávez,Mateo Chávez,55,,0,0,2026_FIFA_World_Cup_Group_A,1368129117
WC-2026,M-2026-053,2026-06-24,2,Mexico,Czech Republic,away,Quiñones,Julián Quiñones,61,,0,0,2026_FIFA_World_Cup_Group_A,1368129117
WC-2026,M-2026-053,2026-06-24,3,Mexico,Czech Republic,away,Fidalgo,Álvaro Fidalgo,90,4.0,0,0,2026_FIFA_World_Cup_Group_A,1368129117
WC-2026,M-2026-054,2026-06-24,1,South Africa,South Korea,home,Maseko,Thapelo Maseko,63,,0,0,2026_FIFA_World_Cup_Group_A,1368129117
WC-2026,M-2026-055,2026-06-25,1,Ivory Coast,Curaçao,away,Pépé,Nicolas Pépé,7,,0,0,2026_FIFA_World_Cup_Group_E,1368284951
WC-2026,M-2026-055,2026-06-25,2,Ivory Coast,Curaçao,away,Pépé,Nicolas Pépé,64,,0,0,2026_FIFA_World_Cup_Group_E,1368284951
WC-2026,M-2026-056,2026-06-25,1,Ecuador,Germany,home,Angulo,Nilson Angulo,9,,0,0,2026_FIFA_World_Cup_Group_E,1368284951
WC-2026,M-2026-056,2026-06-25,2,Ecuador,Germany,home,Plata,Gonzalo Plata,77,,0,0,2026_FIFA_World_Cup_Group_E,1368284951
WC-2026,M-2026-056,2026-06-25,3,Germany,Ecuador,away,Sané,Leroy Sané,2,,0,0,2026_FIFA_World_Cup_Group_E,1368284951
WC-2026,M-2026-057,2026-06-25,1,Japan,Sweden,home,Maeda,Daizen Maeda,56,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-057,2026-06-25,2,Sweden,Japan,away,Elanga,Anthony Elanga,62,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-058,2026-06-25,1,Tunisia,Netherlands,home,Mastouri,Hazem Mastouri,54,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
