tournament_id,tournament_name,competition,year,match_id,stage_name,stage,group_name,match_date,stadium_name,city_name,country_name,home_team_raw,away_team_raw,home_team,away_team,home_team_score,away_team_score,extra_time,penalty_shootout,home_team_score_penalties,away_team_score_penalties,attendance,source
WC-1930,1930 FIFA Men's World Cup,mens,1930,M-1930-15,group stage,group stage,Group 1,1930-07-22,Estadio Centenario,Montevideo,Uruguay,Argentina,Chile,Argentina,Chile,3,1,0,0,0.0,0.0,,fjelstul
WC-1930,1930 FIFA Men's World Cup,mens,1930,M-1930-16,semi-finals,semi-finals,not applicable,1930-07-26,Estadio Centenario,Montevideo,Uruguay,Argentina,United States,Argentina,United States,6,1,0,0,0.0,0.0,,fjelstul
WC-1930,1930 FIFA Men's World Cup,mens,1930,M-1930-17,semi-finals,semi-finals,not applicable,1930-07-27,Estadio Centenario,Montevideo,Uruguay,Uruguay,Yugoslavia,Uruguay,Serbia,6,1,0,0,0.0,0.0,,fjelstul
WC-1930,1930 FIFA Men's World Cup,mens,1930,M-1930-18,final,final,not applicable,1930-07-30,Estadio Centenario,Montevideo,Uruguay,Uruguay,Argentina,Uruguay,Argentina,4,2,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-01,round of 16,round of 16,not applicable,1934-05-27,Stadio Benito Mussolini,Turin,Italy,Austria,France,Austria,France,3,2,1,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-02,round of 16,round of 16,not applicable,1934-05-27,Stadio Littorio,Trieste,Italy,Czechoslovakia,Romania,Czech Republic,Romania,2,1,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-03,round of 16,round of 16,not applicable,1934-05-27,Stadio Giovanni Berta,Florence,Italy,Germany,Belgium,Germany,Belgium,5,2,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-04,round of 16,round of 16,not applicable,1934-05-27,Stadio Giorgio Ascarelli,Naples,Italy,Hungary,Egypt,Hungary,Egypt,4,2,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-05,round of 16,round of 16,not applicable,1934-05-27,Stadio Nazionale PNF,Rome,Italy,Italy,United States,Italy,United States,7,1,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-06,round of 16,round of 16,not applicable,1934-05-27,Stadio Luigi Ferraris,Genoa,Italy,Spain,Brazil,Spain,Brazil,3,1,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-07,round of 16,round of 16,not applicable,1934-05-27,Stadio Renato Dall'Ara,Bologna,Italy,Sweden,Argentina,Sweden,Argentina,3,2,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-08,round of 16,round of 16,not applicable,1934-05-27,San Siro,Milan,Italy,Switzerland,Netherlands,Switzerland,Netherlands,3,2,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-09,quarter-finals,quarter-finals,not applicable,1934-05-31,Stadio Renato Dall'Ara,Bologna,Italy,Austria,Hungary,Austria,Hungary,2,1,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-10,quarter-finals,quarter-finals,not applicable,1934-05-31,Stadio Benito Mussolini,Turin,Italy,Czechoslovakia,Switzerland,Czech Republic,Switzerland,3,2,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-11,quarter-finals,quarter-finals,not applicable,1934-05-31,San Siro,Milan,Italy,Germany,Sweden,Germany,Sweden,2,1,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-12,quarter-finals,quarter-finals,not applicable,1934-05-31,Stadio Giovanni Berta,Florence,Italy,Italy,Spain,Italy,Spain,1,1,1,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-13,quarter-finals,quarter-finals,not applicable,1934-06-01,Stadio Giovanni Berta,Florence,Italy,Italy,Spain,Italy,Spain,1,0,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-14,semi-finals,semi-finals,not applicable,1934-06-03,Stadio Nazionale PNF,Rome,Italy,Czechoslovakia,Germany,Czech Republic,Germany,3,1,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-15,semi-finals,semi-finals,not applicable,1934-06-03,San Siro,Milan,Italy,Italy,Austria,Italy,Austria,1,0,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-16,third-place match,third-place match,not applicable,1934-06-07,Stadio Giorgio Ascarelli,Naples,Italy,Germany,Austria,Germany,Austria,3,2,0,0,0.0,0.0,,fjelstul
WC-1934,1934 FIFA Men's World Cup,mens,1934,M-1934-17,final,final,not applicable,1934-06-10,Stadio Nazionale PNF,Rome,Italy,Italy,Czechoslovakia,Italy,Czech Republic,2,1,1,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-01,round of 16,round of 16,not applicable,1938-06-04,Parc des Princes,Paris,France,Switzerland,Germany,Switzerland,Germany,1,1,1,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-02,round of 16,round of 16,not applicable,1938-06-05,Stade du T.O.E.C.,Toulouse,France,Cuba,Romania,Cuba,Romania,3,3,1,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-03,round of 16,round of 16,not applicable,1938-06-05,Stade Olympique de Colombes,Paris,France,France,Belgium,France,Belgium,3,1,0,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-04,round of 16,round of 16,not applicable,1938-06-05,Vélodrome Municipal,Reims,France,Hungary,Dutch East Indies,Hungary,Indonesia,6,0,0,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-05,round of 16,round of 16,not applicable,1938-06-05,Stade Vélodrome,Marseille,France,Italy,Norway,Italy,Norway,2,1,1,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-06,round of 16,round of 16,not applicable,1938-06-05,Stade de la Meinau,Strasbourg,France,Brazil,Poland,Brazil,Poland,6,5,1,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-07,round of 16,round of 16,not applicable,1938-06-05,Stade Jules Deschaseaux,Le Havre,France,Czechoslovakia,Netherlands,Czech Republic,Netherlands,3,0,1,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-08,round of 16,round of 16,not applicable,1938-06-09,Stade du T.O.E.C.,Toulouse,France,Cuba,Romania,Cuba,Romania,2,1,0,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-09,round of 16,round of 16,not applicable,1938-06-09,Parc des Princes,Paris,France,Switzerland,Germany,Switzerland,Germany,4,2,0,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-10,quarter-finals,quarter-finals,not applicable,1938-06-12,Stade du Parc Lescure,Bordeaux,France,Brazil,Czechoslovakia,Brazil,Czech Republic,1,1,1,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-11,quarter-finals,quarter-finals,not applicable,1938-06-12,Stade Victor Boucquey,Lille,France,Hungary,Switzerland,Hungary,Switzerland,2,0,0,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-12,quarter-finals,quarter-finals,not applicable,1938-06-12,Stade Olympique de Colombes,Paris,France,Italy,France,Italy,France,3,1,0,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-13,quarter-finals,quarter-finals,not applicable,1938-06-12,Stade du Fort Carré,Antibes,France,Sweden,Cuba,Sweden,Cuba,8,0,0,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-14,quarter-finals,quarter-finals,not applicable,1938-06-14,Stade du Parc Lescure,Bordeaux,France,Brazil,Czechoslovakia,Brazil,Czech Republic,2,1,0,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-15,semi-finals,semi-finals,not applicable,1938-06-16,Parc des Princes,Paris,France,Hungary,Sweden,Hungary,Sweden,5,1,0,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-16,semi-finals,semi-finals,not applicable,1938-06-16,Stade Vélodrome,Marseille,France,Italy,Brazil,Italy,Brazil,2,1,0,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-17,third-place match,third-place match,not applicable,1938-06-19,Stade du Parc Lescure,Bordeaux,France,Brazil,Sweden,Brazil,Sweden,4,2,0,0,0.0,0.0,,fjelstul
WC-1938,1938 FIFA Men's World Cup,mens,1938,M-1938-18,final,final,not applicable,1938-06-19,Stade Olympique de Colombes,Paris,France,Italy,Hungary,Italy,Hungary,4,2,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-01,group stage,group stage,Group 1,1950-06-24,Estádio do Maracanã,Rio de Janeiro,Brazil,Brazil,Mexico,Brazil,Mexico,4,0,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-02,group stage,group stage,Group 1,1950-06-25,Estádio Independência,Belo Horizonte,Brazil,Yugoslavia,Switzerland,Serbia,Switzerland,3,0,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-03,group stage,group stage,Group 2,1950-06-25,Estádio do Maracanã,Rio de Janeiro,Brazil,England,Chile,England,Chile,2,0,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-04,group stage,group stage,Group 2,1950-06-25,Estádio Vila Capanema,Curitiba,Brazil,Spain,United States,Spain,United States,3,1,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-05,group stage,group stage,Group 3,1950-06-25,Estádio do Pacaembu,São Paulo,Brazil,Sweden,Italy,Sweden,Italy,3,2,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-06,group stage,group stage,Group 1,1950-06-28,Estádio do Pacaembu,São Paulo,Brazil,Brazil,Switzerland,Brazil,Switzerland,2,2,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-07,group stage,group stage,Group 1,1950-06-28,Estádio dos Eucaliptos,Porto Alegre,Brazil,Yugoslavia,Mexico,Serbia,Mexico,4,1,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-08,group stage,group stage,Group 2,1950-06-29,Estádio do Maracanã,Rio de Janeiro,Brazil,Spain,Chile,Spain,Chile,2,0,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-09,group stage,group stage,Group 2,1950-06-29,Estádio Independência,Belo Horizonte,Brazil,United States,England,United States,England,1,0,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-10,group stage,group stage,Group 3,1950-06-29,Estádio Vila Capanema,Curitiba,Brazil,Sweden,Paraguay,Sweden,Paraguay,2,2,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-11,group stage,group stage,Group 1,1950-07-01,Estádio do Maracanã,Rio de Janeiro,Brazil,Brazil,Yugoslavia,Brazil,Serbia,2,0,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-12,group stage,group stage,Group 2,1950-07-02,Estádio Ilha do Retiro,Recife,Brazil,Chile,United States,Chile,United States,5,2,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-13,group stage,group stage,Group 2,1950-07-02,Estádio do Maracanã,Rio de Janeiro,Brazil,Spain,England,Spain,England,1,0,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-14,group stage,group stage,Group 3,1950-07-02,Estádio do Pacaembu,São Paulo,Brazil,Italy,Paraguay,Italy,Paraguay,2,0,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-15,group stage,group stage,Group 4,1950-07-02,Estádio Independência,Belo Horizonte,Brazil,Uruguay,Bolivia,Uruguay,Bolivia,8,0,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-16,group stage,group stage,Group 1,1950-07-02,Estádio dos Eucaliptos,Porto Alegre,Brazil,Switzerland,Mexico,Switzerland,Mexico,2,1,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-17,final round,final round,not applicable,1950-07-09,Estádio do Maracanã,Rio de Janeiro,Brazil,Brazil,Sweden,Brazil,Sweden,7,1,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-18,final round,final round,not applicable,1950-07-09,Estádio do Pacaembu,São Paulo,Brazil,Uruguay,Spain,Uruguay,Spain,2,2,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-19,final round,final round,not applicable,1950-07-13,Estádio do Maracanã,Rio de Janeiro,Brazil,Brazil,Spain,Brazil,Spain,6,1,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-20,final round,final round,not applicable,1950-07-13,Estádio do Pacaembu,São Paulo,Brazil,Uruguay,Sweden,Uruguay,Sweden,3,2,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-21,final round,final round,not applicable,1950-07-16,Estádio do Pacaembu,São Paulo,Brazil,Sweden,Spain,Sweden,Spain,3,1,0,0,0.0,0.0,,fjelstul
WC-1950,1950 FIFA Men's World Cup,mens,1950,M-1950-22,final round,final round,not applicable,1950-07-16,Estádio do Maracanã,Rio de Janeiro,Brazil,Uruguay,Brazil,Uruguay,Brazil,2,1,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-01,group stage,group stage,Group 1,1954-06-16,Charmilles Stadium,Geneva,Switzerland,Brazil,Mexico,Brazil,Mexico,5,0,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-02,group stage,group stage,Group 1,1954-06-16,Stade Olympique de la Pontaise,Lausanne,Switzerland,Yugoslavia,France,Serbia,France,1,0,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-03,group stage,group stage,Group 3,1954-06-16,Hardturm Stadium,Zürich,Switzerland,Austria,Scotland,Austria,Scotland,1,0,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-04,group stage,group stage,Group 3,1954-06-16,Wankdorf Stadium,Bern,Switzerland,Uruguay,Czechoslovakia,Uruguay,Czech Republic,2,0,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-05,group stage,group stage,Group 4,1954-06-17,Stade Olympique de la Pontaise,Lausanne,Switzerland,Switzerland,Italy,Switzerland,Italy,2,1,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-06,group stage,group stage,Group 2,1954-06-17,Hardturm Stadium,Zürich,Switzerland,Hungary,South Korea,Hungary,South Korea,9,0,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-07,group stage,group stage,Group 2,1954-06-17,Wankdorf Stadium,Bern,Switzerland,West Germany,Turkey,Germany,Turkey,4,1,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-08,group stage,group stage,Group 4,1954-06-17,St. Jakob Stadium,Basel,Switzerland,England,Belgium,England,Belgium,4,4,1,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-09,group stage,group stage,Group 3,1954-06-19,St. Jakob Stadium,Basel,Switzerland,Uruguay,Scotland,Uruguay,Scotland,7,0,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-10,group stage,group stage,Group 1,1954-06-19,Stade Olympique de la Pontaise,Lausanne,Switzerland,Brazil,Yugoslavia,Brazil,Serbia,1,1,1,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-11,group stage,group stage,Group 3,1954-06-19,Hardturm Stadium,Zürich,Switzerland,Austria,Czechoslovakia,Austria,Czech Republic,5,0,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-12,group stage,group stage,Group 1,1954-06-19,Charmilles Stadium,Geneva,Switzerland,France,Mexico,France,Mexico,3,2,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-13,group stage,group stage,Group 2,1954-06-20,St. Jakob Stadium,Basel,Switzerland,Hungary,West Germany,Hungary,Germany,8,3,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-14,group stage,group stage,Group 2,1954-06-20,Charmilles Stadium,Geneva,Switzerland,Turkey,South Korea,Turkey,South Korea,7,0,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-15,group stage,group stage,Group 4,1954-06-20,Cornaredo Stadium,Lugano,Switzerland,Italy,Belgium,Italy,Belgium,4,1,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-16,group stage,group stage,Group 4,1954-06-20,Wankdorf Stadium,Bern,Switzerland,England,Switzerland,England,Switzerland,2,0,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-17,group stage,group stage,Group 2,1954-06-23,Hardturm Stadium,Zürich,Switzerland,West Germany,Turkey,Germany,Turkey,7,2,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-18,group stage,group stage,Group 4,1954-06-23,St. Jakob Stadium,Basel,Switzerland,Switzerland,Italy,Switzerland,Italy,4,1,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-19,quarter-finals,quarter-finals,not applicable,1954-06-26,Stade Olympique de la Pontaise,Lausanne,Switzerland,Austria,Switzerland,Austria,Switzerland,7,5,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-20,quarter-finals,quarter-finals,not applicable,1954-06-26,St. Jakob Stadium,Basel,Switzerland,Uruguay,England,Uruguay,England,4,2,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-21,quarter-finals,quarter-finals,not applicable,1954-06-27,Wankdorf Stadium,Bern,Switzerland,Hungary,Brazil,Hungary,Brazil,4,2,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-22,quarter-finals,quarter-finals,not applicable,1954-06-27,Charmilles Stadium,Geneva,Switzerland,West Germany,Yugoslavia,Germany,Serbia,2,0,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-23,semi-finals,semi-finals,not applicable,1954-06-30,Stade Olympique de la Pontaise,Lausanne,Switzerland,Hungary,Uruguay,Hungary,Uruguay,4,2,1,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-24,semi-finals,semi-finals,not applicable,1954-06-30,St. Jakob Stadium,Basel,Switzerland,West Germany,Austria,Germany,Austria,6,1,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-25,third-place match,third-place match,not applicable,1954-07-03,Hardturm Stadium,Zürich,Switzerland,Austria,Uruguay,Austria,Uruguay,3,1,0,0,0.0,0.0,,fjelstul
WC-1954,1954 FIFA Men's World Cup,mens,1954,M-1954-26,final,final,not applicable,1954-07-04,Wankdorf Stadium,Bern,Switzerland,West Germany,Hungary,Germany,Hungary,3,2,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-01,group stage,group stage,Group 3,1958-06-08,Råsunda Stadium,Solna,Sweden,Sweden,Mexico,Sweden,Mexico,3,0,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-02,group stage,group stage,Group 1,1958-06-08,Malmö Stadion,Malmö,Sweden,Argentina,West Germany,Argentina,Germany,1,3,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-03,group stage,group stage,Group 1,1958-06-08,Örjans Vall,Halmstad,Sweden,Northern Ireland,Czechoslovakia,Northern Ireland,Czech Republic,1,0,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-04,group stage,group stage,Group 2,1958-06-08,Idrottsparken,Norrköping,Sweden,France,Paraguay,France,Paraguay,7,3,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-05,group stage,group stage,Group 2,1958-06-08,Arosvallen,Västerås,Sweden,Yugoslavia,Scotland,Serbia,Scotland,1,1,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-06,group stage,group stage,Group 3,1958-06-08,Jernvallen,Sandviken,Sweden,Hungary,Wales,Hungary,Wales,1,1,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-07,group stage,group stage,Group 4,1958-06-08,Rimnersvallen,Uddevalla,Sweden,Brazil,Austria,Brazil,Austria,3,0,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-08,group stage,group stage,Group 4,1958-06-08,Ullevi,Gothenburg,Sweden,Soviet Union,England,Russia,England,2,2,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-09,group stage,group stage,Group 1,1958-06-11,Örjans Vall,Halmstad,Sweden,Argentina,Northern Ireland,Argentina,Northern Ireland,3,1,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-10,group stage,group stage,Group 1,1958-06-11,Olympia,Helsingborg,Sweden,West Germany,Czechoslovakia,Germany,Czech Republic,2,2,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-11,group stage,group stage,Group 2,1958-06-11,Idrottsparken,Norrköping,Sweden,Paraguay,Scotland,Paraguay,Scotland,3,2,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-12,group stage,group stage,Group 2,1958-06-11,Arosvallen,Västerås,Sweden,Yugoslavia,France,Serbia,France,3,2,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-13,group stage,group stage,Group 3,1958-06-11,Råsunda Stadium,Solna,Sweden,Mexico,Wales,Mexico,Wales,1,1,0,0,0.0,0.0,,fjelstul
WC-1958,1958 FIFA Men's World Cup,mens,1958,M-1958-14,group stage,group stage,Group 4,1958-06-11,Ullevi,Gothenburg,Sweden,Brazil,England,Brazil,England,0,0,0,0,0.0,0.0,,fjelstul
