match_id,tournament_id,year,stage,match_date,team,player_team,player,player_id,minute,minute_regulation,minute_stoppage,penalty,own_goal,source
M-1934-06,WC-1934,1934,round of 16,1934-05-27,Spain,Spain,José Iraragorri,P-64059,18,18,0,1,0,fjelstul
M-1934-06,WC-1934,1934,round of 16,1934-05-27,Spain,Spain,José Iraragorri,P-64059,25,25,0,0,0,fjelstul
M-1934-06,WC-1934,1934,round of 16,1934-05-27,Spain,Spain,Isidro Lángara,P-69133,29,29,0,0,0,fjelstul
M-1934-06,WC-1934,1934,round of 16,1934-05-27,Brazil,Brazil,Leônidas,P-09730,55,55,0,0,0,fjelstul
M-1934-07,WC-1934,1934,round of 16,1934-05-27,Argentina,Argentina,Ernesto Belis,P-11019,4,4,0,0,0,fjelstul
M-1934-07,WC-1934,1934,round of 16,1934-05-27,Sweden,Sweden,Sven Jonasson,P-79374,9,9,0,0,0,fjelstul
M-1934-07,WC-1934,1934,round of 16,1934-05-27,Argentina,Argentina,Alberto Galateo,P-61839,48,48,0,0,0,fjelstul
M-1934-07,WC-1934,1934,round of 16,1934-05-27,Sweden,Sweden,Sven Jonasson,P-79374,67,67,0,0,0,fjelstul
M-1934-07,WC-1934,1934,round of 16,1934-05-27,Sweden,Sweden,Knut Kroon,P-02091,79,79,0,0,0,fjelstul
M-1934-08,WC-1934,1934,round of 16,1934-05-27,Switzerland,Switzerland,Leopold Kielholz,P-88416,7,7,0,0,0,fjelstul
M-1934-08,WC-1934,1934,round of 16,1934-05-27,Netherlands,Netherlands,Kick Smit,P-85884,29,29,0,0,0,fjelstul
M-1934-08,WC-1934,1934,round of 16,1934-05-27,Switzerland,Switzerland,Leopold Kielholz,P-88416,43,43,0,0,0,fjelstul
M-1934-08,WC-1934,1934,round of 16,1934-05-27,Switzerland,Switzerland,André Abegglen,P-85334,66,66,0,0,0,fjelstul
M-1934-08,WC-1934,1934,round of 16,1934-05-27,Netherlands,Netherlands,Leen Vente,P-55392,69,69,0,0,0,fjelstul
M-1934-09,WC-1934,1934,quarter-finals,1934-05-31,Austria,Austria,Johann Horvath,P-51711,8,8,0,0,0,fjelstul
M-1934-09,WC-1934,1934,quarter-finals,1934-05-31,Austria,Austria,Karl Zischek,P-05719,51,51,0,0,0,fjelstul
M-1934-09,WC-1934,1934,quarter-finals,1934-05-31,Hungary,Hungary,György Sárosi,P-89034,60,60,0,1,0,fjelstul
M-1934-10,WC-1934,1934,quarter-finals,1934-05-31,Switzerland,Switzerland,Leopold Kielholz,P-88416,18,18,0,0,0,fjelstul
M-1934-10,WC-1934,1934,quarter-finals,1934-05-31,Czech Republic,Czech Republic,František Svoboda,P-13470,24,24,0,0,0,fjelstul
M-1934-10,WC-1934,1934,quarter-finals,1934-05-31,Czech Republic,Czech Republic,Jiří Sobotka,P-58983,49,49,0,0,0,fjelstul
M-1934-10,WC-1934,1934,quarter-finals,1934-05-31,Switzerland,Switzerland,Willy Jäggi,P-58205,78,78,0,0,0,fjelstul
M-1934-10,WC-1934,1934,quarter-finals,1934-05-31,Czech Republic,Czech Republic,Oldřich Nejedlý,P-60513,82,82,0,0,0,fjelstul
M-1934-11,WC-1934,1934,quarter-finals,1934-05-31,Germany,Germany,Karl Hohmann,P-56231,60,60,0,0,0,fjelstul
M-1934-11,WC-1934,1934,quarter-finals,1934-05-31,Germany,Germany,Karl Hohmann,P-56231,63,63,0,0,0,fjelstul
M-1934-11,WC-1934,1934,quarter-finals,1934-05-31,Sweden,Sweden,Gösta Dunker,P-83366,82,82,0,0,0,fjelstul
M-1934-12,WC-1934,1934,quarter-finals,1934-05-31,Spain,Spain,Luis Regueiro,P-40752,30,30,0,0,0,fjelstul
M-1934-12,WC-1934,1934,quarter-finals,1934-05-31,Italy,Italy,Giovanni Ferrari,P-39512,44,44,0,0,0,fjelstul
M-1934-13,WC-1934,1934,quarter-finals,1934-06-01,Italy,Italy,Giuseppe Meazza,P-34536,11,11,0,0,0,fjelstul
M-1934-14,WC-1934,1934,semi-finals,1934-06-03,Czech Republic,Czech Republic,Oldřich Nejedlý,P-60513,21,21,0,0,0,fjelstul
M-1934-14,WC-1934,1934,semi-finals,1934-06-03,Germany,Germany,Rudolf Noack,P-30818,62,62,0,0,0,fjelstul
M-1934-14,WC-1934,1934,semi-finals,1934-06-03,Czech Republic,Czech Republic,Oldřich Nejedlý,P-60513,69,69,0,0,0,fjelstul
M-1934-14,WC-1934,1934,semi-finals,1934-06-03,Czech Republic,Czech Republic,Oldřich Nejedlý,P-60513,80,80,0,0,0,fjelstul
M-1934-15,WC-1934,1934,semi-finals,1934-06-03,Italy,Italy,Enrique Guaita,P-03545,19,19,0,0,0,fjelstul
M-1934-16,WC-1934,1934,third-place match,1934-06-07,Germany,Germany,Ernst Lehner,P-38753,1,1,0,0,0,fjelstul
M-1934-16,WC-1934,1934,third-place match,1934-06-07,Germany,Germany,Edmund Conen,P-77348,27,27,0,0,0,fjelstul
M-1934-16,WC-1934,1934,third-place match,1934-06-07,Austria,Austria,Johann Horvath,P-51711,28,28,0,0,0,fjelstul
M-1934-16,WC-1934,1934,third-place match,1934-06-07,Germany,Germany,Ernst Lehner,P-38753,42,42,0,0,0,fjelstul
M-1934-16,WC-1934,1934,third-place match,1934-06-07,Austria,Austria,Karl Sesta,P-05609,54,54,0,0,0,fjelstul
M-1934-17,WC-1934,1934,final,1934-06-10,Czech Republic,Czech Republic,Antonín Puč,P-51219,71,71,0,0,0,fjelstul
M-1934-17,WC-1934,1934,final,1934-06-10,Italy,Italy,Raimundo Orsi,P-03638,81,81,0,0,0,fjelstul
M-1934-17,WC-1934,1934,final,1934-06-10,Italy,Italy,Angelo Schiavio,P-56703,95,95,0,0,0,fjelstul
M-1938-01,WC-1938,1938,round of 16,1938-06-04,Germany,Germany,Josef Gauchel,P-15763,29,29,0,0,0,fjelstul
M-1938-01,WC-1938,1938,round of 16,1938-06-04,Switzerland,Switzerland,André Abegglen,P-85334,43,43,0,0,0,fjelstul
M-1938-02,WC-1938,1938,round of 16,1938-06-05,Romania,Romania,Silviu Bindea,P-28958,35,35,0,0,0,fjelstul
M-1938-02,WC-1938,1938,round of 16,1938-06-05,Cuba,Cuba,Héctor Socorro,P-77922,44,44,0,0,0,fjelstul
M-1938-02,WC-1938,1938,round of 16,1938-06-05,Cuba,Cuba,José Magriñá,P-56223,69,69,0,0,0,fjelstul
M-1938-02,WC-1938,1938,round of 16,1938-06-05,Romania,Romania,Iuliu Baratky,P-58656,88,88,0,0,0,fjelstul
M-1938-02,WC-1938,1938,round of 16,1938-06-05,Cuba,Cuba,Héctor Socorro,P-77922,103,103,0,0,0,fjelstul
M-1938-02,WC-1938,1938,round of 16,1938-06-05,Romania,Romania,Ștefan Dobay,P-55855,105,105,0,0,0,fjelstul
M-1938-03,WC-1938,1938,round of 16,1938-06-05,France,France,Émile Veinante,P-02281,1,1,0,0,0,fjelstul
M-1938-03,WC-1938,1938,round of 16,1938-06-05,France,France,Jean Nicolas,P-70804,16,16,0,0,0,fjelstul
M-1938-03,WC-1938,1938,round of 16,1938-06-05,Belgium,Belgium,Hendrik Isemborghs,P-03499,38,38,0,0,0,fjelstul
M-1938-03,WC-1938,1938,round of 16,1938-06-05,France,France,Jean Nicolas,P-70804,69,69,0,0,0,fjelstul
M-1938-04,WC-1938,1938,round of 16,1938-06-05,Hungary,Hungary,Vilmos Kohut,P-53740,13,13,0,0,0,fjelstul
M-1938-04,WC-1938,1938,round of 16,1938-06-05,Hungary,Hungary,Géza Toldi,P-60977,15,15,0,0,0,fjelstul
M-1938-04,WC-1938,1938,round of 16,1938-06-05,Hungary,Hungary,György Sárosi,P-89034,28,28,0,0,0,fjelstul
M-1938-04,WC-1938,1938,round of 16,1938-06-05,Hungary,Hungary,Gyula Zsengellér,P-67652,35,35,0,0,0,fjelstul
M-1938-04,WC-1938,1938,round of 16,1938-06-05,Hungary,Hungary,Gyula Zsengellér,P-67652,76,76,0,0,0,fjelstul
M-1938-04,WC-1938,1938,round of 16,1938-06-05,Hungary,Hungary,György Sárosi,P-89034,89,89,0,0,0,fjelstul
M-1938-05,WC-1938,1938,round of 16,1938-06-05,Italy,Italy,Pietro Ferraris,P-58640,2,2,0,0,0,fjelstul
M-1938-05,WC-1938,1938,round of 16,1938-06-05,Norway,Norway,Arne Brustad,P-07024,83,83,0,0,0,fjelstul
M-1938-05,WC-1938,1938,round of 16,1938-06-05,Italy,Italy,Silvio Piola,P-65885,94,94,0,0,0,fjelstul
M-1938-06,WC-1938,1938,round of 16,1938-06-05,Brazil,Brazil,Leônidas,P-09730,18,18,0,0,0,fjelstul
M-1938-06,WC-1938,1938,round of 16,1938-06-05,Poland,Poland,Fryderyk Scherfke,P-72075,23,23,0,1,0,fjelstul
M-1938-06,WC-1938,1938,round of 16,1938-06-05,Brazil,Brazil,Romeu,P-44339,25,25,0,0,0,fjelstul
M-1938-06,WC-1938,1938,round of 16,1938-06-05,Brazil,Brazil,Perácio,P-70927,44,44,0,0,0,fjelstul
M-1938-06,WC-1938,1938,round of 16,1938-06-05,Poland,Poland,Ernst Wilimowski,P-13828,53,53,0,0,0,fjelstul
M-1938-06,WC-1938,1938,round of 16,1938-06-05,Poland,Poland,Ernst Wilimowski,P-13828,59,59,0,0,0,fjelstul
M-1938-06,WC-1938,1938,round of 16,1938-06-05,Brazil,Brazil,Perácio,P-70927,71,71,0,0,0,fjelstul
M-1938-06,WC-1938,1938,round of 16,1938-06-05,Poland,Poland,Ernst Wilimowski,P-13828,89,89,0,0,0,fjelstul
M-1938-06,WC-1938,1938,round of 16,1938-06-05,Brazil,Brazil,Leônidas,P-09730,93,93,0,0,0,fjelstul
M-1938-06,WC-1938,1938,round of 16,1938-06-05,Brazil,Brazil,Leônidas,P-09730,104,104,0,0,0,fjelstul
M-1938-06,WC-1938,1938,round of 16,1938-06-05,Poland,Poland,Ernst Wilimowski,P-13828,118,118,0,0,0,fjelstul
M-1938-07,WC-1938,1938,round of 16,1938-06-05,Czech Republic,Czech Republic,Josef Košťálek,P-53978,93,93,0,0,0,fjelstul
M-1938-07,WC-1938,1938,round of 16,1938-06-05,Czech Republic,Czech Republic,Josef Zeman,P-27945,111,111,0,0,0,fjelstul
M-1938-07,WC-1938,1938,round of 16,1938-06-05,Czech Republic,Czech Republic,Oldřich Nejedlý,P-60513,118,118,0,0,0,fjelstul
M-1938-08,WC-1938,1938,round of 16,1938-06-09,Romania,Romania,Ștefan Dobay,P-55855,35,35,0,0,0,fjelstul
M-1938-08,WC-1938,1938,round of 16,1938-06-09,Cuba,Cuba,Héctor Socorro,P-77922,51,51,0,0,0,fjelstul
M-1938-08,WC-1938,1938,round of 16,1938-06-09,Cuba,Cuba,Tomás Fernández,P-77302,57,57,0,0,0,fjelstul
M-1938-09,WC-1938,1938,round of 16,1938-06-09,Germany,Germany,Wilhelm Hahnemann,P-53466,8,8,0,0,0,fjelstul
M-1938-09,WC-1938,1938,round of 16,1938-06-09,Germany,Switzerland,Ernst Lörtscher,P-42031,22,22,0,0,1,fjelstul
M-1938-09,WC-1938,1938,round of 16,1938-06-09,Switzerland,Switzerland,Eugen Walaschek,P-81006,42,42,0,0,0,fjelstul
M-1938-09,WC-1938,1938,round of 16,1938-06-09,Switzerland,Switzerland,Alfred Bickel,P-50918,64,64,0,0,0,fjelstul
M-1938-09,WC-1938,1938,round of 16,1938-06-09,Switzerland,Switzerland,André Abegglen,P-85334,75,75,0,0,0,fjelstul
M-1938-09,WC-1938,1938,round of 16,1938-06-09,Switzerland,Switzerland,André Abegglen,P-85334,78,78,0,0,0,fjelstul
M-1938-10,WC-1938,1938,quarter-finals,1938-06-12,Brazil,Brazil,Leônidas,P-09730,30,30,0,0,0,fjelstul
M-1938-10,WC-1938,1938,quarter-finals,1938-06-12,Czech Republic,Czech Republic,Oldřich Nejedlý,P-60513,65,65,0,1,0,fjelstul
M-1938-11,WC-1938,1938,quarter-finals,1938-06-12,Hungary,Hungary,György Sárosi,P-89034,40,40,0,0,0,fjelstul
M-1938-11,WC-1938,1938,quarter-finals,1938-06-12,Hungary,Hungary,Gyula Zsengellér,P-67652,89,89,0,0,0,fjelstul
M-1938-12,WC-1938,1938,quarter-finals,1938-06-12,Italy,Italy,Gino Colaussi,P-76066,9,9,0,0,0,fjelstul
M-1938-12,WC-1938,1938,quarter-finals,1938-06-12,France,France,Oscar Heisserer,P-78235,10,10,0,0,0,fjelstul
M-1938-12,WC-1938,1938,quarter-finals,1938-06-12,Italy,Italy,Silvio Piola,P-65885,51,51,0,0,0,fjelstul
M-1938-12,WC-1938,1938,quarter-finals,1938-06-12,Italy,Italy,Silvio Piola,P-65885,72,72,0,0,0,fjelstul
M-1938-13,WC-1938,1938,quarter-finals,1938-06-12,Sweden,Sweden,Harry Andersson,P-38092,9,9,0,0,0,fjelstul
M-1938-13,WC-1938,1938,quarter-finals,1938-06-12,Sweden,Sweden,Gustav Wetterström,P-58852,22,22,0,0,0,fjelstul
M-1938-13,WC-1938,1938,quarter-finals,1938-06-12,Sweden,Sweden,Gustav Wetterström,P-58852,37,37,0,0,0,fjelstul
M-1938-13,WC-1938,1938,quarter-finals,1938-06-12,Sweden,Sweden,Gustav Wetterström,P-58852,44,44,0,0,0,fjelstul
M-1938-13,WC-1938,1938,quarter-finals,1938-06-12,Sweden,Sweden,Tore Keller,P-94204,80,80,0,0,0,fjelstul
M-1938-13,WC-1938,1938,quarter-finals,1938-06-12,Sweden,Sweden,Harry Andersson,P-38092,81,81,0,0,0,fjelstul
M-1938-13,WC-1938,1938,quarter-finals,1938-06-12,Sweden,Sweden,Arne Nyberg,P-97601,84,84,0,0,0,fjelstul
M-1938-13,WC-1938,1938,quarter-finals,1938-06-12,Sweden,Sweden,Harry Andersson,P-38092,89,89,0,0,0,fjelstul
M-1938-14,WC-1938,1938,quarter-finals,1938-06-14,Czech Republic,Czech Republic,Vlastimil Kopecký,P-64425,25,25,0,0,0,fjelstul
M-1938-14,WC-1938,1938,quarter-finals,1938-06-14,Brazil,Brazil,Leônidas,P-09730,57,57,0,0,0,fjelstul
M-1938-14,WC-1938,1938,quarter-finals,1938-06-14,Brazil,Brazil,Roberto,P-81322,62,62,0,0,0,fjelstul
M-1938-15,WC-1938,1938,semi-finals,1938-06-16,Sweden,Sweden,Arne Nyberg,P-97601,1,1,0,0,0,fjelstul
M-1938-15,WC-1938,1938,semi-finals,1938-06-16,Hungary,Sweden,Sven Jacobsson,P-90805,19,19,0,0,1,fjelstul
