match_id,tournament_id,year,stage,match_date,venue_id,country_name,penalty_shootout,team,opponent,goals_for,goals_against,pens_for,pens_against,home_away,result
M-1930-13,WC-1930,1930,group stage,1930-07-20,V-206,Uruguay,0,Belgium,Paraguay,0,1,,,away,L
M-1930-13,WC-1930,1930,group stage,1930-07-20,V-206,Uruguay,0,Paraguay,Belgium,1,0,,,home,W
M-1930-14,WC-1930,1930,group stage,1930-07-21,V-206,Uruguay,0,Romania,Uruguay,0,4,,,away,L
M-1930-14,WC-1930,1930,group stage,1930-07-21,V-206,Uruguay,0,Uruguay,Romania,4,0,,,home,W
M-1930-15,WC-1930,1930,group stage,1930-07-22,V-206,Uruguay,0,Chile,Argentina,1,3,,,away,L
M-1930-15,WC-1930,1930,group stage,1930-07-22,V-206,Uruguay,0,Argentina,Chile,3,1,,,home,W
M-1930-16,WC-1930,1930,semi-finals,1930-07-26,V-206,Uruguay,0,United States,Argentina,1,6,,,away,L
M-1930-16,WC-1930,1930,semi-finals,1930-07-26,V-206,Uruguay,0,Argentina,United States,6,1,,,home,W
M-1930-17,WC-1930,1930,semi-finals,1930-07-27,V-206,Uruguay,0,Serbia,Uruguay,1,6,,,away,L
M-1930-17,WC-1930,1930,semi-finals,1930-07-27,V-206,Uruguay,0,Uruguay,Serbia,6,1,,,home,W
M-1930-18,WC-1930,1930,final,1930-07-30,V-206,Uruguay,0,Argentina,Uruguay,2,4,,,away,L
M-1930-18,WC-1930,1930,final,1930-07-30,V-206,Uruguay,0,Uruguay,Argentina,4,2,,,home,W
M-1934-01,WC-1934,1934,round of 16,1934-05-27,V-083,Italy,0,France,Austria,2,3,,,away,L
M-1934-01,WC-1934,1934,round of 16,1934-05-27,V-083,Italy,0,Austria,France,3,2,,,home,W
M-1934-02,WC-1934,1934,round of 16,1934-05-27,V-082,Italy,0,Romania,Czech Republic,1,2,,,away,L
M-1934-02,WC-1934,1934,round of 16,1934-05-27,V-082,Italy,0,Czech Republic,Romania,2,1,,,home,W
M-1934-03,WC-1934,1934,round of 16,1934-05-27,V-074,Italy,0,Belgium,Germany,2,5,,,away,L
M-1934-03,WC-1934,1934,round of 16,1934-05-27,V-074,Italy,0,Germany,Belgium,5,2,,,home,W
M-1934-04,WC-1934,1934,round of 16,1934-05-27,V-077,Italy,0,Egypt,Hungary,2,4,,,away,L
M-1934-04,WC-1934,1934,round of 16,1934-05-27,V-077,Italy,0,Hungary,Egypt,4,2,,,home,W
M-1934-05,WC-1934,1934,round of 16,1934-05-27,V-080,Italy,0,United States,Italy,1,7,,,away,L
M-1934-05,WC-1934,1934,round of 16,1934-05-27,V-080,Italy,0,Italy,United States,7,1,,,home,W
M-1934-06,WC-1934,1934,round of 16,1934-05-27,V-075,Italy,0,Brazil,Spain,1,3,,,away,L
M-1934-06,WC-1934,1934,round of 16,1934-05-27,V-075,Italy,0,Spain,Brazil,3,1,,,home,W
M-1934-07,WC-1934,1934,round of 16,1934-05-27,V-071,Italy,0,Argentina,Sweden,2,3,,,away,L
M-1934-07,WC-1934,1934,round of 16,1934-05-27,V-071,Italy,0,Sweden,Argentina,3,2,,,home,W
M-1934-08,WC-1934,1934,round of 16,1934-05-27,V-076,Italy,0,Netherlands,Switzerland,2,3,,,away,L
M-1934-08,WC-1934,1934,round of 16,1934-05-27,V-076,Italy,0,Switzerland,Netherlands,3,2,,,home,W
M-1934-09,WC-1934,1934,quarter-finals,1934-05-31,V-071,Italy,0,Hungary,Austria,1,2,,,away,L
M-1934-09,WC-1934,1934,quarter-finals,1934-05-31,V-071,Italy,0,Austria,Hungary,2,1,,,home,W
M-1934-10,WC-1934,1934,quarter-finals,1934-05-31,V-083,Italy,0,Switzerland,Czech Republic,2,3,,,away,L
M-1934-10,WC-1934,1934,quarter-finals,1934-05-31,V-083,Italy,0,Czech Republic,Switzerland,3,2,,,home,W
M-1934-11,WC-1934,1934,quarter-finals,1934-05-31,V-076,Italy,0,Sweden,Germany,1,2,,,away,L
M-1934-11,WC-1934,1934,quarter-finals,1934-05-31,V-076,Italy,0,Germany,Sweden,2,1,,,home,W
M-1934-12,WC-1934,1934,quarter-finals,1934-05-31,V-074,Italy,0,Spain,Italy,1,1,,,away,D
M-1934-12,WC-1934,1934,quarter-finals,1934-05-31,V-074,Italy,0,Italy,Spain,1,1,,,home,D
M-1934-13,WC-1934,1934,quarter-finals,1934-06-01,V-074,Italy,0,Spain,Italy,0,1,,,away,L
M-1934-13,WC-1934,1934,quarter-finals,1934-06-01,V-074,Italy,0,Italy,Spain,1,0,,,home,W
M-1934-14,WC-1934,1934,semi-finals,1934-06-03,V-080,Italy,0,Germany,Czech Republic,1,3,,,away,L
M-1934-14,WC-1934,1934,semi-finals,1934-06-03,V-080,Italy,0,Czech Republic,Germany,3,1,,,home,W
M-1934-15,WC-1934,1934,semi-finals,1934-06-03,V-076,Italy,0,Austria,Italy,0,1,,,away,L
M-1934-15,WC-1934,1934,semi-finals,1934-06-03,V-076,Italy,0,Italy,Austria,1,0,,,home,W
M-1934-16,WC-1934,1934,third-place match,1934-06-07,V-077,Italy,0,Austria,Germany,2,3,,,away,L
M-1934-16,WC-1934,1934,third-place match,1934-06-07,V-077,Italy,0,Germany,Austria,3,2,,,home,W
M-1934-17,WC-1934,1934,final,1934-06-10,V-080,Italy,0,Czech Republic,Italy,1,2,,,away,L
M-1934-17,WC-1934,1934,final,1934-06-10,V-080,Italy,0,Italy,Czech Republic,2,1,,,home,W
M-1938-01,WC-1938,1938,round of 16,1938-06-04,V-047,France,0,Germany,Switzerland,1,1,,,away,D
M-1938-01,WC-1938,1938,round of 16,1938-06-04,V-047,France,0,Switzerland,Germany,1,1,,,home,D
M-1938-02,WC-1938,1938,round of 16,1938-06-05,V-054,France,0,Romania,Cuba,3,3,,,away,D
M-1938-02,WC-1938,1938,round of 16,1938-06-05,V-054,France,0,Cuba,Romania,3,3,,,home,D
M-1938-03,WC-1938,1938,round of 16,1938-06-05,V-048,France,0,Belgium,France,1,3,,,away,L
M-1938-03,WC-1938,1938,round of 16,1938-06-05,V-048,France,0,France,Belgium,3,1,,,home,W
M-1938-04,WC-1938,1938,round of 16,1938-06-05,V-049,France,0,Indonesia,Hungary,0,6,,,away,L
M-1938-04,WC-1938,1938,round of 16,1938-06-05,V-049,France,0,Hungary,Indonesia,6,0,,,home,W
M-1938-05,WC-1938,1938,round of 16,1938-06-05,V-044,France,0,Norway,Italy,1,2,,,away,L
M-1938-05,WC-1938,1938,round of 16,1938-06-05,V-044,France,0,Italy,Norway,2,1,,,home,W
M-1938-06,WC-1938,1938,round of 16,1938-06-05,V-052,France,0,Poland,Brazil,5,6,,,away,L
M-1938-06,WC-1938,1938,round of 16,1938-06-05,V-052,France,0,Brazil,Poland,6,5,,,home,W
M-1938-07,WC-1938,1938,round of 16,1938-06-05,V-040,France,0,Netherlands,Czech Republic,0,3,,,away,L
M-1938-07,WC-1938,1938,round of 16,1938-06-05,V-040,France,0,Czech Republic,Netherlands,3,0,,,home,W
M-1938-08,WC-1938,1938,round of 16,1938-06-09,V-054,France,0,Romania,Cuba,1,2,,,away,L
M-1938-08,WC-1938,1938,round of 16,1938-06-09,V-054,France,0,Cuba,Romania,2,1,,,home,W
M-1938-09,WC-1938,1938,round of 16,1938-06-09,V-047,France,0,Germany,Switzerland,2,4,,,away,L
M-1938-09,WC-1938,1938,round of 16,1938-06-09,V-047,France,0,Switzerland,Germany,4,2,,,home,W
M-1938-10,WC-1938,1938,quarter-finals,1938-06-12,V-039,France,0,Czech Republic,Brazil,1,1,,,away,D
M-1938-10,WC-1938,1938,quarter-finals,1938-06-12,V-039,France,0,Brazil,Czech Republic,1,1,,,home,D
M-1938-11,WC-1938,1938,quarter-finals,1938-06-12,V-042,France,0,Switzerland,Hungary,0,2,,,away,L
M-1938-11,WC-1938,1938,quarter-finals,1938-06-12,V-042,France,0,Hungary,Switzerland,2,0,,,home,W
M-1938-12,WC-1938,1938,quarter-finals,1938-06-12,V-048,France,0,France,Italy,1,3,,,away,L
M-1938-12,WC-1938,1938,quarter-finals,1938-06-12,V-048,France,0,Italy,France,3,1,,,home,W
M-1938-13,WC-1938,1938,quarter-finals,1938-06-12,V-038,France,0,Cuba,Sweden,0,8,,,away,L
M-1938-13,WC-1938,1938,quarter-finals,1938-06-12,V-038,France,0,Sweden,Cuba,8,0,,,home,W
M-1938-14,WC-1938,1938,quarter-finals,1938-06-14,V-039,France,0,Czech Republic,Brazil,1,2,,,away,L
M-1938-14,WC-1938,1938,quarter-finals,1938-06-14,V-039,France,0,Brazil,Czech Republic,2,1,,,home,W
M-1938-15,WC-1938,1938,semi-finals,1938-06-16,V-047,France,0,Sweden,Hungary,1,5,,,away,L
M-1938-15,WC-1938,1938,semi-finals,1938-06-16,V-047,France,0,Hungary,Sweden,5,1,,,home,W
M-1938-16,WC-1938,1938,semi-finals,1938-06-16,V-044,France,0,Brazil,Italy,1,2,,,away,L
M-1938-16,WC-1938,1938,semi-finals,1938-06-16,V-044,France,0,Italy,Brazil,2,1,,,home,W
M-1938-17,WC-1938,1938,third-place match,1938-06-19,V-039,France,0,Sweden,Brazil,2,4,,,away,L
M-1938-17,WC-1938,1938,third-place match,1938-06-19,V-039,France,0,Brazil,Sweden,4,2,,,home,W
M-1938-18,WC-1938,1938,final,1938-06-19,V-048,France,0,Hungary,Italy,2,4,,,away,L
M-1938-18,WC-1938,1938,final,1938-06-19,V-048,France,0,Italy,Hungary,4,2,,,home,W
M-1950-01,WC-1950,1950,group stage,1950-06-24,V-020,Brazil,0,Mexico,Brazil,0,4,,,away,L
M-1950-01,WC-1950,1950,group stage,1950-06-24,V-020,Brazil,0,Brazil,Mexico,4,0,,,home,W
M-1950-02,WC-1950,1950,group stage,1950-06-25,V-007,Brazil,0,Switzerland,Serbia,0,3,,,away,L
M-1950-02,WC-1950,1950,group stage,1950-06-25,V-007,Brazil,0,Serbia,Switzerland,3,0,,,home,W
M-1950-03,WC-1950,1950,group stage,1950-06-25,V-020,Brazil,0,Chile,England,0,2,,,away,L
M-1950-03,WC-1950,1950,group stage,1950-06-25,V-020,Brazil,0,England,Chile,2,0,,,home,W
M-1950-04,WC-1950,1950,group stage,1950-06-25,V-012,Brazil,0,United States,Spain,1,3,,,away,L
M-1950-04,WC-1950,1950,group stage,1950-06-25,V-012,Brazil,0,Spain,United States,3,1,,,home,W
M-1950-05,WC-1950,1950,group stage,1950-06-25,V-023,Brazil,0,Italy,Sweden,2,3,,,away,L
M-1950-05,WC-1950,1950,group stage,1950-06-25,V-023,Brazil,0,Sweden,Italy,3,2,,,home,W
M-1950-06,WC-1950,1950,group stage,1950-06-28,V-023,Brazil,0,Switzerland,Brazil,2,2,,,away,D
M-1950-06,WC-1950,1950,group stage,1950-06-28,V-023,Brazil,0,Brazil,Switzerland,2,2,,,home,D
M-1950-07,WC-1950,1950,group stage,1950-06-28,V-017,Brazil,0,Mexico,Serbia,1,4,,,away,L
M-1950-07,WC-1950,1950,group stage,1950-06-28,V-017,Brazil,0,Serbia,Mexico,4,1,,,home,W
M-1950-08,WC-1950,1950,group stage,1950-06-29,V-020,Brazil,0,Chile,Spain,0,2,,,away,L
M-1950-08,WC-1950,1950,group stage,1950-06-29,V-020,Brazil,0,Spain,Chile,2,0,,,home,W
M-1950-09,WC-1950,1950,group stage,1950-06-29,V-007,Brazil,0,England,United States,0,1,,,away,L
M-1950-09,WC-1950,1950,group stage,1950-06-29,V-007,Brazil,0,United States,England,1,0,,,home,W
M-1950-10,WC-1950,1950,group stage,1950-06-29,V-012,Brazil,0,Paraguay,Sweden,2,2,,,away,D
M-1950-10,WC-1950,1950,group stage,1950-06-29,V-012,Brazil,0,Sweden,Paraguay,2,2,,,home,D
M-1950-11,WC-1950,1950,group stage,1950-07-01,V-020,Brazil,0,Serbia,Brazil,0,2,,,away,L
M-1950-11,WC-1950,1950,group stage,1950-07-01,V-020,Brazil,0,Brazil,Serbia,2,0,,,home,W
M-1950-12,WC-1950,1950,group stage,1950-07-02,V-019,Brazil,0,United States,Chile,2,5,,,away,L
M-1950-12,WC-1950,1950,group stage,1950-07-02,V-019,Brazil,0,Chile,United States,5,2,,,home,W
M-1950-13,WC-1950,1950,group stage,1950-07-02,V-020,Brazil,0,England,Spain,0,1,,,away,L
M-1950-13,WC-1950,1950,group stage,1950-07-02,V-020,Brazil,0,Spain,England,1,0,,,home,W
M-1950-14,WC-1950,1950,group stage,1950-07-02,V-023,Brazil,0,Paraguay,Italy,0,2,,,away,L
M-1950-14,WC-1950,1950,group stage,1950-07-02,V-023,Brazil,0,Italy,Paraguay,2,0,,,home,W
M-1950-15,WC-1950,1950,group stage,1950-07-02,V-007,Brazil,0,Bolivia,Uruguay,0,8,,,away,L
M-1950-15,WC-1950,1950,group stage,1950-07-02,V-007,Brazil,0,Uruguay,Bolivia,8,0,,,home,W
M-1950-16,WC-1950,1950,group stage,1950-07-02,V-017,Brazil,0,Mexico,Switzerland,1,2,,,away,L
M-1950-16,WC-1950,1950,group stage,1950-07-02,V-017,Brazil,0,Switzerland,Mexico,2,1,,,home,W
M-1950-17,WC-1950,1950,final round,1950-07-09,V-020,Brazil,0,Sweden,Brazil,1,7,,,away,L
M-1950-17,WC-1950,1950,final round,1950-07-09,V-020,Brazil,0,Brazil,Sweden,7,1,,,home,W
M-1950-18,WC-1950,1950,final round,1950-07-09,V-023,Brazil,0,Spain,Uruguay,2,2,,,away,D
M-1950-18,WC-1950,1950,final round,1950-07-09,V-023,Brazil,0,Uruguay,Spain,2,2,,,home,D
M-1950-19,WC-1950,1950,final round,1950-07-13,V-020,Brazil,0,Spain,Brazil,1,6,,,away,L
M-1950-19,WC-1950,1950,final round,1950-07-13,V-020,Brazil,0,Brazil,Spain,6,1,,,home,W
M-1950-20,WC-1950,1950,final round,1950-07-13,V-023,Brazil,0,Sweden,Uruguay,2,3,,,away,L
M-1950-20,WC-1950,1950,final round,1950-07-13,V-023,Brazil,0,Uruguay,Sweden,3,2,,,home,W
M-1950-21,WC-1950,1950,final round,1950-07-16,V-023,Brazil,0,Spain,Sweden,1,3,,,away,L
M-1950-21,WC-1950,1950,final round,1950-07-16,V-023,Brazil,0,Sweden,Spain,3,1,,,home,W
M-1950-22,WC-1950,1950,final round,1950-07-16,V-020,Brazil,0,Brazil,Uruguay,1,2,,,away,L
M-1950-22,WC-1950,1950,final round,1950-07-16,V-020,Brazil,0,Uruguay,Brazil,2,1,,,home,W
M-1954-01,WC-1954,1954,group stage,1954-06-16,V-182,Switzerland,0,Mexico,Brazil,0,5,,,away,L
M-1954-01,WC-1954,1954,group stage,1954-06-16,V-182,Switzerland,0,Brazil,Mexico,5,0,,,home,W
M-1954-02,WC-1954,1954,group stage,1954-06-16,V-183,Switzerland,0,France,Serbia,0,1,,,away,L
M-1954-02,WC-1954,1954,group stage,1954-06-16,V-183,Switzerland,0,Serbia,France,1,0,,,home,W
M-1954-03,WC-1954,1954,group stage,1954-06-16,V-185,Switzerland,0,Scotland,Austria,0,1,,,away,L
M-1954-03,WC-1954,1954,group stage,1954-06-16,V-185,Switzerland,0,Austria,Scotland,1,0,,,home,W
M-1954-04,WC-1954,1954,group stage,1954-06-16,V-181,Switzerland,0,Czech Republic,Uruguay,0,2,,,away,L
M-1954-04,WC-1954,1954,group stage,1954-06-16,V-181,Switzerland,0,Uruguay,Czech Republic,2,0,,,home,W
M-1954-05,WC-1954,1954,group stage,1954-06-17,V-183,Switzerland,0,Italy,Switzerland,1,2,,,away,L
M-1954-05,WC-1954,1954,group stage,1954-06-17,V-183,Switzerland,0,Switzerland,Italy,2,1,,,home,W
M-1954-06,WC-1954,1954,group stage,1954-06-17,V-185,Switzerland,0,South Korea,Hungary,0,9,,,away,L
M-1954-06,WC-1954,1954,group stage,1954-06-17,V-185,Switzerland,0,Hungary,South Korea,9,0,,,home,W
M-1954-07,WC-1954,1954,group stage,1954-06-17,V-181,Switzerland,0,Turkey,Germany,1,4,,,away,L
M-1954-07,WC-1954,1954,group stage,1954-06-17,V-181,Switzerland,0,Germany,Turkey,4,1,,,home,W
M-1954-08,WC-1954,1954,group stage,1954-06-17,V-180,Switzerland,0,Belgium,England,4,4,,,away,D
M-1954-08,WC-1954,1954,group stage,1954-06-17,V-180,Switzerland,0,England,Belgium,4,4,,,home,D
M-1954-09,WC-1954,1954,group stage,1954-06-19,V-180,Switzerland,0,Scotland,Uruguay,0,7,,,away,L
M-1954-09,WC-1954,1954,group stage,1954-06-19,V-180,Switzerland,0,Uruguay,Scotland,7,0,,,home,W
M-1954-10,WC-1954,1954,group stage,1954-06-19,V-183,Switzerland,0,Serbia,Brazil,1,1,,,away,D
M-1954-10,WC-1954,1954,group stage,1954-06-19,V-183,Switzerland,0,Brazil,Serbia,1,1,,,home,D
M-1954-11,WC-1954,1954,group stage,1954-06-19,V-185,Switzerland,0,Czech Republic,Austria,0,5,,,away,L
M-1954-11,WC-1954,1954,group stage,1954-06-19,V-185,Switzerland,0,Austria,Czech Republic,5,0,,,home,W
M-1954-12,WC-1954,1954,group stage,1954-06-19,V-182,Switzerland,0,Mexico,France,2,3,,,away,L
M-1954-12,WC-1954,1954,group stage,1954-06-19,V-182,Switzerland,0,France,Mexico,3,2,,,home,W
M-1954-13,WC-1954,1954,group stage,1954-06-20,V-180,Switzerland,0,Germany,Hungary,3,8,,,away,L
M-1954-13,WC-1954,1954,group stage,1954-06-20,V-180,Switzerland,0,Hungary,Germany,8,3,,,home,W
M-1954-14,WC-1954,1954,group stage,1954-06-20,V-182,Switzerland,0,South Korea,Turkey,0,7,,,away,L
M-1954-14,WC-1954,1954,group stage,1954-06-20,V-182,Switzerland,0,Turkey,South Korea,7,0,,,home,W
M-1954-15,WC-1954,1954,group stage,1954-06-20,V-184,Switzerland,0,Belgium,Italy,1,4,,,away,L
M-1954-15,WC-1954,1954,group stage,1954-06-20,V-184,Switzerland,0,Italy,Belgium,4,1,,,home,W
M-1954-16,WC-1954,1954,group stage,1954-06-20,V-181,Switzerland,0,Switzerland,England,0,2,,,away,L
M-1954-16,WC-1954,1954,group stage,1954-06-20,V-181,Switzerland,0,England,Switzerland,2,0,,,home,W
M-1954-17,WC-1954,1954,group stage,1954-06-23,V-185,Switzerland,0,Turkey,Germany,2,7,,,away,L
M-1954-17,WC-1954,1954,group stage,1954-06-23,V-185,Switzerland,0,Germany,Turkey,7,2,,,home,W
M-1954-18,WC-1954,1954,group stage,1954-06-23,V-180,Switzerland,0,Italy,Switzerland,1,4,,,away,L
M-1954-18,WC-1954,1954,group stage,1954-06-23,V-180,Switzerland,0,Switzerland,Italy,4,1,,,home,W
M-1954-19,WC-1954,1954,quarter-finals,1954-06-26,V-183,Switzerland,0,Switzerland,Austria,5,7,,,away,L
M-1954-19,WC-1954,1954,quarter-finals,1954-06-26,V-183,Switzerland,0,Austria,Switzerland,7,5,,,home,W
M-1954-20,WC-1954,1954,quarter-finals,1954-06-26,V-180,Switzerland,0,England,Uruguay,2,4,,,away,L
M-1954-20,WC-1954,1954,quarter-finals,1954-06-26,V-180,Switzerland,0,Uruguay,England,4,2,,,home,W
M-1954-21,WC-1954,1954,quarter-finals,1954-06-27,V-181,Switzerland,0,Brazil,Hungary,2,4,,,away,L
M-1954-21,WC-1954,1954,quarter-finals,1954-06-27,V-181,Switzerland,0,Hungary,Brazil,4,2,,,home,W
M-1954-22,WC-1954,1954,quarter-finals,1954-06-27,V-182,Switzerland,0,Serbia,Germany,0,2,,,away,L
M-1954-22,WC-1954,1954,quarter-finals,1954-06-27,V-182,Switzerland,0,Germany,Serbia,2,0,,,home,W
M-1954-23,WC-1954,1954,semi-finals,1954-06-30,V-183,Switzerland,0,Uruguay,Hungary,2,4,,,away,L
M-1954-23,WC-1954,1954,semi-finals,1954-06-30,V-183,Switzerland,0,Hungary,Uruguay,4,2,,,home,W
M-1954-24,WC-1954,1954,semi-finals,1954-06-30,V-180,Switzerland,0,Austria,Germany,1,6,,,away,L
M-1954-24,WC-1954,1954,semi-finals,1954-06-30,V-180,Switzerland,0,Germany,Austria,6,1,,,home,W
M-1954-25,WC-1954,1954,third-place match,1954-07-03,V-185,Switzerland,0,Uruguay,Austria,1,3,,,away,L
M-1954-25,WC-1954,1954,third-place match,1954-07-03,V-185,Switzerland,0,Austria,Uruguay,3,1,,,home,W
M-1954-26,WC-1954,1954,final,1954-07-04,V-181,Switzerland,0,Hungary,Germany,2,3,,,away,L
M-1954-26,WC-1954,1954,final,1954-07-04,V-181,Switzerland,0,Germany,Hungary,3,2,,,home,W
M-1958-01,WC-1958,1958,group stage,1958-06-08,V-176,Sweden,0,Mexico,Sweden,0,3,,,away,L
M-1958-01,WC-1958,1958,group stage,1958-06-08,V-176,Sweden,0,Sweden,Mexico,3,0,,,home,W
M-1958-02,WC-1958,1958,group stage,1958-06-08,V-173,Sweden,0,Germany,Argentina,3,1,,,away,W
M-1958-02,WC-1958,1958,group stage,1958-06-08,V-173,Sweden,0,Argentina,Germany,1,3,,,home,L
M-1958-03,WC-1958,1958,group stage,1958-06-08,V-171,Sweden,0,Czech Republic,Northern Ireland,0,1,,,away,L
M-1958-03,WC-1958,1958,group stage,1958-06-08,V-171,Sweden,0,Northern Ireland,Czech Republic,1,0,,,home,W
M-1958-04,WC-1958,1958,group stage,1958-06-08,V-174,Sweden,0,Paraguay,France,3,7,,,away,L
M-1958-04,WC-1958,1958,group stage,1958-06-08,V-174,Sweden,0,France,Paraguay,7,3,,,home,W
M-1958-05,WC-1958,1958,group stage,1958-06-08,V-178,Sweden,0,Scotland,Serbia,1,1,,,away,D
M-1958-05,WC-1958,1958,group stage,1958-06-08,V-178,Sweden,0,Serbia,Scotland,1,1,,,home,D
M-1958-06,WC-1958,1958,group stage,1958-06-08,V-175,Sweden,0,Wales,Hungary,1,1,,,away,D
M-1958-06,WC-1958,1958,group stage,1958-06-08,V-175,Sweden,0,Hungary,Wales,1,1,,,home,D
M-1958-07,WC-1958,1958,group stage,1958-06-08,V-177,Sweden,0,Austria,Brazil,0,3,,,away,L
M-1958-07,WC-1958,1958,group stage,1958-06-08,V-177,Sweden,0,Brazil,Austria,3,0,,,home,W
M-1958-08,WC-1958,1958,group stage,1958-06-08,V-170,Sweden,0,England,Russia,2,2,,,away,D
M-1958-08,WC-1958,1958,group stage,1958-06-08,V-170,Sweden,0,Russia,England,2,2,,,home,D
M-1958-09,WC-1958,1958,group stage,1958-06-11,V-171,Sweden,0,Northern Ireland,Argentina,1,3,,,away,L
M-1958-09,WC-1958,1958,group stage,1958-06-11,V-171,Sweden,0,Argentina,Northern Ireland,3,1,,,home,W
M-1958-10,WC-1958,1958,group stage,1958-06-11,V-172,Sweden,0,Czech Republic,Germany,2,2,,,away,D
M-1958-10,WC-1958,1958,group stage,1958-06-11,V-172,Sweden,0,Germany,Czech Republic,2,2,,,home,D
M-1958-11,WC-1958,1958,group stage,1958-06-11,V-174,Sweden,0,Scotland,Paraguay,2,3,,,away,L
M-1958-11,WC-1958,1958,group stage,1958-06-11,V-174,Sweden,0,Paraguay,Scotland,3,2,,,home,W
M-1958-12,WC-1958,1958,group stage,1958-06-11,V-178,Sweden,0,France,Serbia,2,3,,,away,L
M-1958-12,WC-1958,1958,group stage,1958-06-11,V-178,Sweden,0,Serbia,France,3,2,,,home,W
M-1958-13,WC-1958,1958,group stage,1958-06-11,V-176,Sweden,0,Wales,Mexico,1,1,,,away,D
M-1958-13,WC-1958,1958,group stage,1958-06-11,V-176,Sweden,0,Mexico,Wales,1,1,,,home,D
M-1958-14,WC-1958,1958,group stage,1958-06-11,V-170,Sweden,0,England,Brazil,0,0,,,away,D
M-1958-14,WC-1958,1958,group stage,1958-06-11,V-170,Sweden,0,Brazil,England,0,0,,,home,D
M-1958-15,WC-1958,1958,group stage,1958-06-11,V-168,Sweden,0,Austria,Russia,0,2,,,away,L
M-1958-15,WC-1958,1958,group stage,1958-06-11,V-168,Sweden,0,Russia,Austria,2,0,,,home,W
M-1958-16,WC-1958,1958,group stage,1958-06-12,V-176,Sweden,0,Hungary,Sweden,1,2,,,away,L
M-1958-16,WC-1958,1958,group stage,1958-06-12,V-176,Sweden,0,Sweden,Hungary,2,1,,,home,W
M-1958-17,WC-1958,1958,group stage,1958-06-15,V-176,Sweden,0,Wales,Sweden,0,0,,,away,D
M-1958-17,WC-1958,1958,group stage,1958-06-15,V-176,Sweden,0,Sweden,Wales,0,0,,,home,D
M-1958-18,WC-1958,1958,group stage,1958-06-15,V-172,Sweden,0,Argentina,Czech Republic,1,6,,,away,L
M-1958-18,WC-1958,1958,group stage,1958-06-15,V-172,Sweden,0,Czech Republic,Argentina,6,1,,,home,W
M-1958-19,WC-1958,1958,group stage,1958-06-15,V-173,Sweden,0,Northern Ireland,Germany,2,2,,,away,D
M-1958-19,WC-1958,1958,group stage,1958-06-15,V-173,Sweden,0,Germany,Northern Ireland,2,2,,,home,D
